frame,class,confidence,bbox
0,car,0.8895946741104126,"[732.103271484375, 329.921630859375, 1070.01513671875, 497.14666748046875]"
0,car,0.8610066771507263,"[617.4682006835938, 347.5125732421875, 721.4353637695312, 414.8548583984375]"
0,car,0.7749909162521362,"[228.2579345703125, 318.54571533203125, 301.8955078125, 376.48455810546875]"
0,car,0.7610278725624084,"[59.69158935546875, 285.88275146484375, 238.6826171875, 414.00921630859375]"
0,person,0.7364879250526428,"[749.0808715820312, 315.71771240234375, 771.9523315429688, 381.36468505859375]"
0,car,0.49075379967689514,"[579.2229614257812, 322.76397705078125, 648.7953491210938, 389.89691162109375]"
0,person,0.4772644340991974,"[730.5654296875, 327.1352233886719, 751.332763671875, 382.2386779785156]"
0,car,0.4764373302459717,"[284.13031005859375, 318.5212097167969, 336.8248291015625, 365.7080993652344]"
0,car,0.44626960158348083,"[554.0258178710938, 316.451171875, 584.0701293945312, 358.8118896484375]"
0,person,0.2983611524105072,"[739.186767578125, 316.5753479003906, 773.620849609375, 384.6795959472656]"
0,car,0.2675410509109497,"[281.9456787109375, 320.45587158203125, 325.631591796875, 368.30438232421875]"
1,car,0.8707292079925537,"[736.943603515625, 330.399658203125, 1082.999755859375, 499.837158203125]"
1,car,0.8468062877655029,"[619.1080322265625, 348.1330261230469, 722.9930419921875, 415.4811706542969]"
1,car,0.7816504240036011,"[54.620635986328125, 285.4764099121094, 234.58480834960938, 414.9004821777344]"
1,car,0.7751314043998718,"[225.07644653320312, 318.74200439453125, 301.4090881347656, 376.73504638671875]"
1,person,0.7075466513633728,"[749.1107177734375, 315.44122314453125, 772.7059326171875, 382.52984619140625]"
1,car,0.44732704758644104,"[554.0691528320312, 316.2298583984375, 584.1660766601562, 359.16497802734375]"
1,person,0.4465586543083191,"[731.8130493164062, 328.6304016113281, 750.7499389648438, 383.3778991699219]"
1,car,0.43624284863471985,"[284.6201477050781, 319.51702880859375, 332.1374206542969, 364.78741455078125]"
1,car,0.4265511631965637,"[576.9337158203125, 324.1078796386719, 664.0509033203125, 393.3689270019531]"
1,person,0.34168189764022827,"[739.1544189453125, 316.55743408203125, 774.1434326171875, 385.629638671875]"
1,car,0.3280583322048187,"[587.17138671875, 333.14215087890625, 645.937255859375, 391.342041015625]"
2,car,0.8972043991088867,"[743.771728515625, 329.7039794921875, 1109.941650390625, 502.890625]"
2,car,0.8539682030677795,"[620.7410888671875, 348.3697509765625, 728.1641845703125, 417.2325439453125]"
2,car,0.7875978946685791,"[49.51908874511719, 285.6690673828125, 232.2758331298828, 416.05242919921875]"
2,car,0.7703138589859009,"[223.91307067871094, 320.18414306640625, 300.1370849609375, 378.79278564453125]"
2,person,0.6508046388626099,"[750.9969482421875, 315.38629150390625, 775.21728515625, 384.015380859375]"
2,car,0.5696409940719604,"[580.7349243164062, 324.7579040527344, 666.3626098632812, 393.5524597167969]"
2,car,0.5010560154914856,"[285.3052978515625, 320.85809326171875, 330.8126220703125, 364.99481201171875]"
